日期,阶段编号,阶段名称,市场状态,阶段细分,阶段事件,市场26周收益,市场52周收益,市场26周年化波动率,市场52周最大回撤,波动环境,10年期国债收益率,13周利率变化bp,26周利率变化bp,利率方向,利率水平
2022-01-12,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.0019240686344181857,0.000602917503218503,0.15945048427396366,-0.09037344373655332,低波动,2.7957,-16.210000000000015,-13.989999999999991,利率下行,低利率
2022-01-19,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.009993713356384548,0.002647113780908761,0.15955507688867757,-0.09037344373655343,低波动,2.7314,-26.639999999999997,-18.700000000000028,利率下行,低利率
2022-01-26,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.01589288704766778,-0.04021206426771573,0.14107206854629295,-0.09037344373655365,低波动,2.7146,-26.35000000000001,-21.66000000000001,利率下行,低利率
2022-02-02,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.05278064525128945,-0.05173106792430271,0.12474031577979093,-0.0957342235939026,低波动,2.7146,-22.39,-11.92000000000002,利率下行,低利率
2022-02-09,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.053803028856057145,-0.06113678885894058,0.12438535656959158,-0.0957342235939026,低波动,2.7328,-18.10999999999998,-15.129999999999999,利率下行,低利率
2022-02-16,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.027027860802638526,-0.06185959963676735,0.11822459459127865,-0.0957342235939026,低波动,2.7892,-14.029999999999987,-6.020000000000003,利率下行,低利率
2022-02-23,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.03996245607330384,-0.036759063826877436,0.11430903698215131,-0.0957342235939026,低波动,2.79,-6.999999999999984,-6.469999999999976,利率震荡,低利率
2022-03-02,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.03316021296371585,-0.025533748586804017,0.11386721637779106,-0.09573422359390249,低波动,2.8175,-2.2600000000000176,-0.5100000000000104,利率震荡,低利率
2022-03-09,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.13845711879812606,-0.043287552224793635,0.14772425869444403,-0.14756593305067378,低波动,2.8426,-1.2500000000000178,-2.7899999999999814,利率震荡,低利率
2022-03-16,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.16167195432277526,-0.08771160783970633,0.15266156209986967,-0.17546190174173415,低波动,2.7952,-5.500000000000016,-10.570000000000013,利率震荡,低利率
2022-03-23,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.09941749503411801,-0.02678269448892756,0.17158529287470786,-0.17546190174173426,中波动,2.8302,-0.009999999999976694,-3.3700000000000063,利率震荡,低利率
2022-03-30,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.09592016281423432,-0.05710739042769253,0.1709301272799038,-0.17546190174173448,中波动,2.7703,-1.5099999999999891,-9.42999999999996,利率震荡,低利率
2022-04-06,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.0941137722973151,-0.06388291014734249,0.17114432252525924,-0.17546190174173437,中波动,2.7604,-4.409999999999981,-10.419999999999963,利率震荡,低利率
2022-04-13,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.12818603155186226,-0.07844304785773693,0.17792165166766988,-0.17546190174173426,中波动,2.7631,-3.2599999999999962,-19.47000000000001,利率震荡,低利率
2022-04-20,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.15196032643854718,-0.1109235194057675,0.17540165734784954,-0.18387176785307002,中波动,2.833,10.160000000000036,-16.47999999999996,利率上行,低利率
2022-04-27,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.235242718699458,-0.20224524753824658,0.221327301654965,-0.26678727133803726,中波动,2.8411,12.650000000000006,-13.700000000000001,利率上行,低利率
2022-05-04,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.19393323596215006,-0.17375497541137286,0.2324280264049366,-0.2667872713380377,中波动,2.8411,12.650000000000006,-9.739999999999993,利率上行,低利率
2022-05-11,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.1778632760046298,-0.14271631957505504,0.2364982700293262,-0.26678727133803726,中波动,2.824,9.119999999999973,-8.990000000000009,利率震荡,低利率
2022-05-18,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.1796323848036533,-0.1510023314179746,0.23609377511841237,-0.26678727133803726,中波动,2.7801,-0.9100000000000108,-14.939999999999998,利率震荡,低利率
2022-05-25,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.19824986341593775,-0.1750101273721003,0.23310424647509523,-0.2667872713380376,中波动,2.7575,-3.2500000000000195,-10.250000000000004,利率震荡,低利率
2022-06-01,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.16937179036945416,-0.15487188516270678,0.24011495612310818,-0.2667872713380375,中波动,2.7551,-6.239999999999979,-8.499999999999996,利率震荡,低利率
2022-06-08,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.14942872876102375,-0.12284652447776567,0.2447753177460304,-0.2667872713380376,高波动,2.7661,-7.6500000000000234,-8.900000000000041,利率震荡,低利率
2022-06-15,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.1473499433183013,-0.09273729657920948,0.24522881890332943,-0.26678727133803737,高波动,2.7827,-1.2499999999999734,-6.749999999999989,利率震荡,低利率
2022-06-22,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.13282364873630437,-0.10397838202947429,0.2454671561433918,-0.2667872713380375,高波动,2.7773,-5.290000000000017,-5.299999999999994,利率震荡,低利率
2022-06-29,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.09837773188656185,-0.08269075290876904,0.2520369552804378,-0.26678727133803737,高波动,2.8294,5.909999999999993,4.400000000000004,利率震荡,低利率
2022-07-06,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.10002939275582923,-0.07253815678577324,0.25202107264309476,-0.2667872713380376,高波动,2.8356,7.519999999999971,3.1099999999999905,利率震荡,低利率
2022-07-13,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.11211279677723507,-0.1104044408586129,0.2536236941455497,-0.26678727133803726,高波动,2.8067,4.360000000000008,1.100000000000012,利率震荡,低利率
2022-07-20,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.09521792248040606,-0.10426005521313098,0.2546248216901467,-0.2667872713380375,高波动,2.771,-6.200000000000028,3.960000000000008,利率震荡,低利率
2022-07-27,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.0632030771448131,-0.04831466946327301,0.24826476459180358,-0.26678727133803715,高波动,2.7701,-7.100000000000017,5.549999999999988,利率震荡,低利率
2022-08-03,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.06799539591495596,-0.11718720029573726,0.24917870934778016,-0.26678727133803737,高波动,2.7218,-11.929999999999996,0.7200000000000095,利率下行,低利率
2022-08-10,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.06481916902888019,-0.11513473026325083,0.2497743830011744,-0.2667872713380375,高波动,2.7366,-8.73999999999997,0.38000000000000256,利率震荡,低利率
2022-08-17,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.04586821443486511,-0.0716563555224925,0.2516132384832128,-0.2667872713380376,高波动,2.6124,-16.769999999999996,-17.680000000000007,利率下行,低利率
2022-08-24,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.06894088342385163,-0.10614829247167501,0.2520927124393604,-0.26678727133803726,高波动,2.61,-14.749999999999996,-18.000000000000014,利率下行,低利率
2022-08-31,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.0929651406027181,-0.12304260970584613,0.2545256946075932,-0.26678727133803737,高波动,2.6225,-13.260000000000005,-19.499999999999986,利率下行,低利率
2022-09-07,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.01071958451540711,-0.14769250052681682,0.22919249320471183,-0.26678727133803726,中波动,2.6215,-14.459999999999962,-22.109999999999985,利率下行,低利率
2022-09-14,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.01718791324378821,-0.14726284460384065,0.22426357034171404,-0.26678727133803737,中波动,2.6625,-12.020000000000008,-13.269999999999982,利率下行,低利率
2022-09-21,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.074321846451598,-0.16635044968518775,0.21993656884081267,-0.26678727133803715,中波动,2.6451,-13.22000000000001,-18.510000000000026,利率下行,低利率
2022-09-28,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.07735359896200444,-0.16585399196953632,0.22039268936242748,-0.2667872713380377,中波动,2.7401,-8.930000000000016,-3.0200000000000227,利率震荡,低利率
2022-10-05,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.0965506242286217,-0.1815776530621206,0.22063192311113158,-0.26678727133803737,中波动,2.7401,-9.549999999999992,-2.0300000000000207,利率震荡,低利率
2022-10-12,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.07508100499108694,-0.1936427004682162,0.2154553220745594,-0.2667872713380375,中波动,2.7352,-7.150000000000034,-2.790000000000026,利率震荡,低利率
2022-10-19,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.028446744325031137,-0.17608429420983263,0.2225022255163409,-0.2667872713380375,中波动,2.7052,-6.579999999999986,-12.780000000000014,利率震荡,低利率
2022-10-26,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.055325964862691146,-0.1929317842257371,0.1702201642237557,-0.2667872713380375,中波动,2.7025,-6.759999999999966,-13.859999999999983,利率震荡,低利率
2022-11-02,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.017337518715585754,-0.1799580383546323,0.16068291773145055,-0.26678727133803715,低波动,2.6854,-3.639999999999999,-15.569999999999995,利率震荡,低利率
2022-11-09,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.019547754087828162,-0.16179234949739574,0.16142320099106494,-0.26678727133803737,低波动,2.6953,-4.130000000000011,-12.869999999999981,利率震荡,低利率
2022-11-16,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.02716679329451699,-0.15734562737609825,0.16293629106306382,-0.26678727133803737,低波动,2.8329,22.04999999999999,5.279999999999996,利率上行,低利率
2022-11-23,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.009408158378577447,-0.19070687115090879,0.1659889307024272,-0.2667872713380375,中波动,2.7975,18.75,4.0000000000000036,利率上行,低利率
2022-11-30,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.008758116269712568,-0.1766465288063016,0.16045562003731653,-0.26678727133803715,低波动,2.885,26.24999999999997,12.989999999999968,利率上行,低利率
2022-12-07,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.014846611329477732,-0.16205682983312863,0.1583496552172967,-0.2667872713380376,低波动,2.8702,24.86999999999999,10.41000000000003,利率上行,低利率
2022-12-14,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.039727141299456536,-0.18122329259908476,0.15659027544018272,-0.2579102061034103,低波动,2.8655,20.299999999999983,8.279999999999976,利率上行,低利率
2022-12-21,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.07835710521394701,-0.20077307733132044,0.16354141150360393,-0.25489135468416735,低波动,2.8606,21.550000000000004,8.329999999999993,利率上行,低利率
2022-12-28,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.10724082419912262,-0.19506844703532922,0.15384619460205431,-0.2538174582804982,低波动,2.8503,11.019999999999985,2.0899999999999697,利率上行,低利率
2023-01-04,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.09327492865694342,-0.18397408693987527,0.1555990164529121,-0.24495114425302122,低波动,2.8103,7.019999999999982,-2.53000000000001,利率震荡,低利率
2023-01-11,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.04890780752545121,-0.15553741321676529,0.15652684675030962,-0.2399584654833843,低波动,2.8603,12.510000000000021,5.359999999999987,利率上行,低利率
2023-01-18,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.04096836484134736,-0.132285364734141,0.15854601023367812,-0.20841630333593297,低波动,2.9222,21.70000000000001,15.120000000000022,利率上行,低利率
2023-01-25,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.02218841740571964,-0.08398911829351774,0.15915563384618472,-0.20841630333593308,低波动,2.9222,21.97,15.210000000000035,利率上行,低利率
2023-02-01,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.016315664983958866,-0.05278912103119715,0.15546036221611284,-0.2084163033359332,低波动,2.9101,22.46999999999999,18.82999999999999,利率上行,低利率
2023-02-08,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.011539401565657137,-0.07561059617396093,0.15319454412212946,-0.20841630333593308,低波动,2.8973,20.199999999999996,16.069999999999986,利率上行,低利率
2023-02-15,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.015281942849492913,-0.06044920185275615,0.15225607385838297,-0.2084163033359333,低波动,2.8918,5.889999999999995,27.939999999999987,利率震荡,低利率
2023-02-22,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.005739139162905138,-0.0742843612627736,0.1507797635200869,-0.2074284840278371,低波动,2.9175,12.00000000000001,30.75000000000001,利率上行,低利率
2023-03-01,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.019777064140556133,-0.07502665401069775,0.14552038921406088,-0.15430921267371434,低波动,2.8977,1.2700000000000156,27.51999999999999,利率震荡,低利率
2023-03-08,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.0014459496138377048,-0.012150034150154254,0.14730575828610287,-0.15430921267371445,低波动,2.8828,1.2599999999999945,26.12999999999999,利率震荡,低利率
2023-03-15,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.004456342137515779,0.012654975884228037,0.1476028994329663,-0.15430921267371434,低波动,2.8652,-0.02999999999997449,20.27000000000001,利率震荡,低利率
2023-03-22,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.042980727198622004,-0.03453552626020995,0.13328038248233448,-0.14593046761156547,低波动,2.8577,-0.28999999999999027,21.260000000000012,利率震荡,低利率
2023-03-29,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.06292498844845573,-0.019296084834679372,0.12974276605379764,-0.14593046761156547,低波动,2.8532,0.2900000000000347,11.31000000000002,利率震荡,低利率
2023-04-05,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.09890137602987625,-0.00719823779149964,0.1291083417171739,-0.13919242445279134,低波动,2.8532,4.290000000000038,11.31000000000002,利率震荡,低利率
2023-04-12,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.11878598448314759,0.034786408398210344,0.12604957809875425,-0.13919242445279179,低波动,2.8158,-4.450000000000021,8.06,利率震荡,低利率
2023-04-19,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.08054293275221203,0.04980500421199063,0.11587577467433152,-0.13919242445279156,低波动,2.8333,-8.89000000000002,12.809999999999988,利率震荡,低利率
2023-04-26,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.055101742262973596,0.11347626418197887,0.13071589642382628,-0.13919242445279145,低波动,2.8058,-11.640000000000006,10.329999999999995,利率下行,低利率
2023-05-03,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.06475775955941376,0.0832180171433401,0.13149261655859945,-0.13919242445279156,低波动,2.8058,-10.429999999999984,12.040000000000006,利率下行,低利率
2023-05-10,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.03292539789355087,0.053116769562645993,0.12632017847871022,-0.13919242445279156,低波动,2.721,-17.62999999999999,2.5700000000000056,利率下行,低利率
2023-05-17,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.004185002998051024,0.031465489403952995,0.12374368545291882,-0.13919242445279156,低波动,2.721,-17.079999999999984,-11.189999999999989,利率下行,低利率
2023-05-24,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.01374400946363652,0.023281473660004437,0.12097164725045473,-0.13919242445279134,低波动,2.7037,-21.38,-9.379999999999988,利率下行,低利率
2023-05-31,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.007227779895531694,-0.015922594428547265,0.11967647011905277,-0.13919242445279167,低波动,2.685,-21.26999999999999,-19.99999999999997,利率下行,低利率
2023-06-07,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.03259952033293467,-0.04696213925450188,0.1151630404359311,-0.13919242445279167,低波动,2.6827,-20.009999999999994,-18.75,利率下行,低利率
2023-06-14,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.008981250686173503,-0.04835159257057453,0.11702380853244837,-0.13919242445279134,低波动,2.6178,-24.74000000000003,-24.770000000000003,利率下行,低利率
2023-06-21,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.03107906632101587,-0.04971330456259815,0.10489877509254932,-0.1391924244527909,低波动,2.6701,-18.759999999999977,-19.04999999999997,利率下行,低利率
2023-06-28,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.009473100178428506,-0.09878362709154975,0.10831432962506848,-0.13636971139004128,低波动,2.6651,-18.810000000000038,-18.520000000000003,利率下行,低利率
2023-07-05,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,0.015696461380362514,-0.07904255359200074,0.11007992571227553,-0.12879680869396382,低波动,2.6402,-21.300000000000008,-17.00999999999997,利率下行,低利率
2023-07-12,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.014777700131288651,-0.0629627627430499,0.10580411321976652,-0.1287968086939637,低波动,2.6378,-17.799999999999994,-22.250000000000014,利率下行,低利率
2023-07-19,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.036884795605105825,-0.0763420506830047,0.10108770014179377,-0.1287968086939636,低波动,2.6233,-20.999999999999996,-29.890000000000015,利率下行,低利率
2023-07-26,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.04199012274777214,-0.06324684578304673,0.09999238344419215,-0.1287968086939637,低波动,2.643,-16.28000000000003,-27.920000000000034,利率下行,低利率
2023-08-02,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.041281247722469105,-0.025639113746469766,0.10020875061110922,-0.1287968086939636,低波动,2.6525,-15.330000000000021,-25.760000000000005,利率下行,低利率
2023-08-09,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.040736257957619926,-0.05180558748442199,0.10014006777578743,-0.1287968086939637,低波动,2.6461,-7.489999999999997,-25.119999999999987,利率震荡,低利率
2023-08-16,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.08587935488038745,-0.09984889433664701,0.10579301938450027,-0.11441410400808394,低波动,2.5649,-15.60999999999999,-32.689999999999976,利率下行,低利率
2023-08-23,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.1038838188693384,-0.10902675433897835,0.11059603023029743,-0.10989441165666003,低波动,2.5535,-15.019999999999989,-36.39999999999999,利率下行,低利率
2023-08-30,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.08500834812229252,-0.06691249953503364,0.11530088805099138,-0.10989441165666003,低波动,2.56,-12.5,-33.76999999999999,利率下行,低利率
2023-09-06,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.06678890195807108,-0.0681382781849138,0.11416014798166293,-0.10989441165665992,低波动,2.6375,-4.519999999999991,-24.529999999999987,利率震荡,低利率
2023-09-13,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.06997037903176373,-0.07411490922082242,0.11462291956832941,-0.10989441165666014,低波动,2.615,-0.27999999999996916,-25.019999999999996,利率震荡,低利率
2023-09-20,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.08437889662496345,-0.04502483576349969,0.11527163598421925,-0.11215543498907099,低波动,2.665,-0.5100000000000104,-19.26999999999999,利率震荡,低利率
2023-09-27,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.08333855579529137,-0.02565764500756529,0.1153413713731761,-0.11215543498907121,低波动,2.6877,2.2600000000000176,-16.55000000000002,利率震荡,低利率
2023-10-04,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.09752262798599831,-0.008266374057987025,0.11120948433191173,-0.11215543498907155,低波动,2.6877,4.749999999999988,-16.55000000000002,利率震荡,低利率
2023-10-11,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.10333301187731303,0.0031784590603791685,0.11081885737919599,-0.11246445758098478,低波动,2.6976,5.9800000000000075,-11.819999999999986,利率震荡,低利率
2023-10-18,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.11935267170826414,-0.048422753167247645,0.11143020077949337,-0.12595153407299464,低波动,2.7052,8.190000000000008,-12.809999999999988,利率震荡,低利率
2023-10-25,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.0998273486471567,-0.0502262672201349,0.09791604846241743,-0.1486596325861188,低波动,2.7052,6.2200000000000255,-10.060000000000002,利率震荡,低利率
2023-11-01,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.08909863066949852,-0.030110698812053083,0.10341864509613698,-0.14865963258611914,低波动,2.6853,3.279999999999994,-12.050000000000027,利率震荡,低利率
2023-11-08,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.07079082888782151,-0.040196247202616386,0.10744085087290534,-0.14865963258611892,低波动,2.6464,0.02999999999997449,-7.460000000000022,利率震荡,低利率
2023-11-15,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.056809053693181566,-0.05286179675515301,0.10801638709404186,-0.14865963258611903,低波动,2.6633,9.839999999999982,-5.7700000000000085,利率震荡,低利率
2023-11-22,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.05406936349448188,-0.0410684838744062,0.10752622171713927,-0.1486596325861187,低波动,2.6823,12.880000000000003,-2.1399999999999864,利率上行,低利率
2023-11-29,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.0574908326929493,-0.0643030815037654,0.10796748112039638,-0.14865963258611903,低波动,2.6826,12.259999999999982,-0.24000000000001798,利率上行,低利率
2023-12-06,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.07492475018311062,-0.1050817595990109,0.11168251712199045,-0.14865963258611903,低波动,2.6725,3.49999999999997,-1.020000000000021,利率震荡,低利率
2023-12-13,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.08662800895699063,-0.09483123177827735,0.10867277249214116,-0.14865963258611914,低波动,2.6226,0.7599999999999607,0.47999999999999154,利率震荡,低利率
2023-12-20,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.1147406917102618,-0.08722765895662843,0.11332941886427877,-0.16502674178342192,低波动,2.6222,-4.280000000000017,-4.790000000000028,利率震荡,低利率
2023-12-27,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.10886768118069212,-0.10042589545228153,0.1120944119741639,-0.17458426578449793,低波动,2.5577,-12.99999999999999,-10.739999999999972,利率下行,低利率
2024-01-03,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.10544598496767721,-0.09140465241807405,0.1138765320149094,-0.17458426578449793,低波动,2.5531,-13.459999999999983,-8.709999999999996,利率下行,低利率
2024-01-10,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.13191438947124412,-0.14474269831192477,0.1231213059345175,-0.187546341336424,低波动,2.4982,-19.93999999999998,-13.959999999999972,利率下行,低利率
2024-01-17,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.13833228200620062,-0.1701147196639199,0.12316888758443192,-0.19526274633825125,低波动,2.5077,-19.75000000000002,-11.560000000000015,利率下行,低利率
2024-01-24,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.17618917595564698,-0.21078109357821262,0.13036714708553626,-0.22619730586294418,低波动,2.5042,-20.10000000000001,-13.879999999999981,利率下行,低利率
2024-01-31,14.0,地产压力与红利占优,熊市,显著下行,地产压力、疫情扰动、低利率下高分红资产重估,-0.20593841333842167,-0.23871826640429517,0.12894424671064947,-0.2446388678106447,低波动,2.433,-25.229999999999997,-21.950000000000003,利率下行,低利率
